Date,Open,Close,delta,% delta,mean,median,
1/4/2021,3764.610107,3700.649902,,,0.05%,0.07%,
1/5/2021,3698.02002,3726.860107,26.210,0.71%,,,
1/6/2021,3712.199951,3748.139893,21.280,0.57%,,,
1/7/2021,3764.709961,3803.790039,55.650,1.48%,,>2%,27
1/8/2021,3815.050049,3824.679932,20.890,0.55%,,<2%,30
1/11/2021,3803.139893,3799.610107,-25.070,-0.66%,,,
1/12/2021,3801.620117,3801.189941,1.580,0.04%,,>1.5,59
1/13/2021,3802.22998,3809.840088,8.650,0.23%,,<1.5,59
1/14/2021,3814.97998,3795.540039,-14.300,-0.38%,,,
1/15/2021,3788.72998,3768.25,-27.290,-0.72%,,,
1/19/2021,3781.879883,3798.909912,30.660,0.81%,,,
1/20/2021,3816.219971,3851.850098,52.940,1.39%,,,
1/21/2021,3857.459961,3853.070068,1.220,0.03%,,,
1/22/2021,3844.23999,3841.469971,-11.600,-0.30%,,,
1/25/2021,3851.679932,3855.360107,13.890,0.36%,,,
1/26/2021,3862.959961,3849.620117,-5.740,-0.15%,,,
1/27/2021,3836.830078,3750.77002,-98.850,-2.57%,,,
1/28/2021,3755.75,3787.379883,36.610,0.98%,,,
1/29/2021,3778.050049,3714.23999,-73.140,-1.93%,,,
2/1/2021,3731.169922,3773.860107,59.620,1.61%,,,
2/2/2021,3791.840088,3826.310059,52.450,1.39%,,,
2/3/2021,3840.27002,3830.169922,3.860,0.10%,,,
2/4/2021,3836.659912,3871.73999,41.570,1.09%,,,
2/5/2021,3878.300049,3886.830078,15.090,0.39%,,,
2/8/2021,3892.590088,3915.590088,28.760,0.74%,,,
2/9/2021,3910.48999,3911.22998,-4.360,-0.11%,,,
2/10/2021,3920.780029,3909.879883,-1.350,-0.03%,,,
2/11/2021,3916.399902,3916.379883,6.500,0.17%,,,
2/12/2021,3911.649902,3934.830078,18.450,0.47%,,,
2/16/2021,3939.610107,3932.590088,-2.240,-0.06%,,,
2/17/2021,3918.5,3931.330078,-1.260,-0.03%,,,
2/18/2021,3915.860107,3913.969971,-17.360,-0.44%,,,
2/19/2021,3921.159912,3906.709961,-7.260,-0.19%,,,
2/22/2021,3885.550049,3876.5,-30.210,-0.77%,,,
2/23/2021,3857.070068,3881.370117,4.870,0.13%,,,
2/24/2021,3873.709961,3925.429932,44.060,1.14%,,,
2/25/2021,3915.800049,3829.340088,-96.090,-2.45%,,,
2/26/2021,3839.659912,3811.149902,-18.190,-0.48%,,,
3/1/2021,3842.51001,3901.820068,90.670,2.38%,,,
3/2/2021,3903.639893,3870.290039,-31.530,-0.81%,,,
3/3/2021,3863.98999,3819.719971,-50.570,-1.31%,,,
3/4/2021,3818.530029,3768.469971,-51.250,-1.34%,,,
3/5/2021,3793.580078,3841.939941,73.470,1.95%,,,
3/8/2021,3844.389893,3821.350098,-20.590,-0.54%,,,
3/9/2021,3851.929932,3875.439941,54.090,1.42%,,,
3/10/2021,3891.98999,3898.810059,23.370,0.60%,,,
3/11/2021,3915.540039,3939.340088,40.530,1.04%,,,
3/12/2021,3924.52002,3943.340088,4.000,0.10%,,,
3/15/2021,3942.959961,3968.939941,25.600,0.65%,,,
3/16/2021,3973.590088,3962.709961,-6.230,-0.16%,,,
3/17/2021,3949.570068,3974.120117,11.410,0.29%,,,
3/18/2021,3953.5,3915.459961,-58.660,-1.48%,,,
3/19/2021,3913.139893,3913.100098,-2.360,-0.06%,,,
3/22/2021,3916.47998,3940.590088,27.490,0.70%,,,
3/23/2021,3937.600098,3910.52002,-30.070,-0.76%,,,
3/24/2021,3919.929932,3889.139893,-21.380,-0.55%,,,
3/25/2021,3879.340088,3909.52002,20.380,0.52%,,,
3/26/2021,3917.120117,3974.540039,65.020,1.66%,,,
3/29/2021,3969.310059,3971.090088,-3.450,-0.09%,,,
3/30/2021,3963.340088,3958.550049,-12.540,-0.32%,,,
3/31/2021,3967.25,3972.889893,14.340,0.36%,,,
4/1/2021,3992.780029,4019.870117,46.980,1.18%,,,
4/5/2021,4034.439941,4077.909912,58.040,1.44%,,,
4/6/2021,4075.570068,4073.939941,-3.970,-0.10%,,,
4/7/2021,4074.290039,4079.949951,6.010,0.15%,,,
4/8/2021,4089.949951,4097.169922,17.220,0.42%,,,
4/9/2021,4096.109863,4128.799805,31.630,0.77%,,,
4/12/2021,4124.709961,4127.990234,-0.810,-0.02%,,,
4/13/2021,4130.100098,4141.589844,13.600,0.33%,,,
4/14/2021,4141.580078,4124.660156,-16.930,-0.41%,,,
4/15/2021,4139.759766,4170.419922,45.760,1.11%,,,
4/16/2021,4174.140137,4185.470215,15.050,0.36%,,,
4/19/2021,4179.799805,4163.259766,-22.210,-0.53%,,,
4/20/2021,4159.180176,4134.939941,-28.320,-0.68%,,,
4/21/2021,4128.419922,4173.419922,38.480,0.93%,,,
4/22/2021,4170.459961,4134.97998,-38.440,-0.92%,,,
4/23/2021,4138.779785,4180.169922,45.190,1.09%,,,
4/26/2021,4185.029785,4187.620117,7.450,0.18%,,,
4/27/2021,4188.25,4186.720215,-0.900,-0.02%,,,
4/28/2021,4185.140137,4183.180176,-3.540,-0.08%,,,
4/29/2021,4206.140137,4211.470215,28.290,0.68%,,,
4/30/2021,4198.100098,4181.169922,-30.300,-0.72%,,,
5/3/2021,4191.97998,4192.660156,11.490,0.27%,,,
5/4/2021,4179.040039,4164.660156,-28.000,-0.67%,,,
5/5/2021,4177.060059,4167.589844,2.930,0.07%,,,
5/6/2021,4169.140137,4201.620117,34.030,0.82%,,,
5/7/2021,4210.339844,4232.600098,30.980,0.74%,,,
5/10/2021,4228.290039,4188.430176,-44.170,-1.04%,,,
5/11/2021,4150.339844,4152.100098,-36.330,-0.87%,,,
5/12/2021,4130.549805,4063.040039,-89.060,-2.14%,,,
5/13/2021,4074.98999,4112.5,49.460,1.22%,,,
5/14/2021,4129.580078,4173.850098,61.350,1.49%,,,
5/17/2021,4169.919922,4163.290039,-10.560,-0.25%,,,
5/18/2021,4165.939941,4127.830078,-35.460,-0.85%,,,
5/19/2021,4098.450195,4115.680176,-12.150,-0.29%,,,
5/20/2021,4121.970215,4159.120117,43.440,1.06%,,,
5/21/2021,4168.609863,4155.859863,-3.260,-0.08%,,,
5/24/2021,4170.160156,4197.049805,41.190,0.99%,,,
5/25/2021,4205.939941,4188.129883,-8.920,-0.21%,,,
5/26/2021,4191.589844,4195.990234,7.860,0.19%,,,
5/27/2021,4201.939941,4200.879883,4.890,0.12%,,,
5/28/2021,4210.77002,4204.109863,3.230,0.08%,,,
6/1/2021,4216.52002,4202.040039,-2.070,-0.05%,,,
6/2/2021,4206.819824,4208.120117,6.080,0.14%,,,
6/3/2021,4191.430176,4192.850098,-15.270,-0.36%,,,
6/4/2021,4206.049805,4229.890137,37.040,0.88%,,,
6/7/2021,4229.339844,4226.52002,-3.370,-0.08%,,,
6/8/2021,4233.810059,4227.259766,0.740,0.02%,,,
6/9/2021,4232.990234,4219.549805,-7.710,-0.18%,,,
6/10/2021,4228.560059,4239.180176,19.630,0.47%,,,
6/11/2021,4242.899902,4247.439941,8.260,0.19%,,,
6/14/2021,4248.310059,4255.149902,7.710,0.18%,,,
6/15/2021,4255.279785,4246.589844,-8.560,-0.20%,,,
6/16/2021,4248.870117,4223.700195,-22.890,-0.54%,,,
6/17/2021,4220.370117,4221.859863,-1.840,-0.04%,,,
6/18/2021,4204.779785,4166.450195,-55.410,-1.31%,,,
6/21/2021,4173.399902,4224.790039,58.340,1.40%,,,
6/22/2021,4224.609863,4246.439941,21.650,0.51%,,,
6/23/2021,4249.27002,4241.839844,-4.600,-0.11%,,,
6/24/2021,4256.970215,4266.490234,24.650,0.58%,,,
6/25/2021,4274.450195,4280.700195,14.210,0.33%,,,
6/28/2021,4284.899902,4290.609863,9.910,0.23%,,,
6/29/2021,4293.209961,4291.799805,1.190,0.03%,,,
6/30/2021,4290.649902,4297.5,5.700,0.13%,,,
7/1/2021,4300.72998,4319.939941,22.440,0.52%,,,
7/2/2021,4326.600098,4352.339844,32.400,0.75%,,,
7/6/2021,4356.459961,4343.540039,-8.800,-0.20%,,,
7/7/2021,4351.009766,4358.129883,14.590,0.34%,,,
7/8/2021,4321.069824,4320.819824,-37.310,-0.86%,,,
7/9/2021,4329.379883,4369.549805,48.730,1.13%,,,
